ticker,name,asset_type,exchange,sector,industry,theme,decision_bucket,decision_subtype,confidence,main_reason,primary_blocker,supporting_features,blocked_features,excluded_features,missing_data,next_action,next_best_action,data_readiness_score,readiness_score,data_confidence,analysis_score,decision_score,feature_summary,updated_at,Reason
MCD,McDonald's,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCD.,Import staged price rows or refresh price provider for MCD.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.865570+00:00,Missing usable price data.
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCFT.,Import staged price rows or refresh price provider for MCFT.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.865769+00:00,Missing usable price data.
MCGA,Yorkville Acquisition Corp. - Class A Ordinary Share,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCGA.,Import staged price rows or refresh price provider for MCGA.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.865931+00:00,Missing usable price data.
MCHB,Mechanics Bancorp - Class A Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCHB.,Import staged price rows or refresh price provider for MCHB.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.866074+00:00,Missing usable price data.
MCHP,Microchip Technology,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCHP.,Import staged price rows or refresh price provider for MCHP.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.866210+00:00,Missing usable price data.
MCHX,"Marchex, Inc. - Class B Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCHX.,Import staged price rows or refresh price provider for MCHX.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.866344+00:00,Missing usable price data.
MCK,McKesson Corporation,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCK.,Import staged price rows or refresh price provider for MCK.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.866476+00:00,Missing usable price data.
MCO,Moody's Corporation,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCO.,Import staged price rows or refresh price provider for MCO.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.866606+00:00,Missing usable price data.
MCRB,"Seres Therapeutics, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCRB.,Import staged price rows or refresh price provider for MCRB.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.866735+00:00,Missing usable price data.
MCRI,"Monarch Casino & Resort, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCRI.,Import staged price rows or refresh price provider for MCRI.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.866870+00:00,Missing usable price data.
MCTA,Charming Medical Limited - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MCTA.,Import staged price rows or refresh price provider for MCTA.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.866997+00:00,Missing usable price data.
MDAI,"Spectral AI, Inc. - Class A Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDAI.,Import staged price rows or refresh price provider for MDAI.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.867126+00:00,Missing usable price data.
MDB,"MongoDB, Inc. - Class A Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDB.,Import staged price rows or refresh price provider for MDB.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.867257+00:00,Missing usable price data.
MDBH,"MDB Capital Holdings, LLC - Class A common",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDBH.,Import staged price rows or refresh price provider for MDBH.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.867386+00:00,Missing usable price data.
MDCX,Medicus Pharma Ltd. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDCX.,Import staged price rows or refresh price provider for MDCX.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.867512+00:00,Missing usable price data.
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDGL.,Import staged price rows or refresh price provider for MDGL.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.867640+00:00,Missing usable price data.
MDIA,Mediaco Holding Inc. - Class A Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDIA.,Import staged price rows or refresh price provider for MDIA.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.867766+00:00,Missing usable price data.
MDLN,Medline Inc. - Class A common stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDLN.,Import staged price rows or refresh price provider for MDLN.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.867886+00:00,Missing usable price data.
MDLZ,Mondelez International,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDLZ.,Import staged price rows or refresh price provider for MDLZ.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.868010+00:00,Missing usable price data.
MDRR,"Medalist Diversified, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDRR.,Import staged price rows or refresh price provider for MDRR.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.868136+00:00,Missing usable price data.
MDT,Medtronic,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDT.,Import staged price rows or refresh price provider for MDT.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.868257+00:00,Missing usable price data.
MDWD,MediWound Ltd. - Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDWD.,Import staged price rows or refresh price provider for MDWD.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.868379+00:00,Missing usable price data.
MDXG,"MiMedx Group, Inc - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDXG.,Import staged price rows or refresh price provider for MDXG.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.868499+00:00,Missing usable price data.
MDXH,MDxHealth SA - Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MDXH.,Import staged price rows or refresh price provider for MDXH.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.868621+00:00,Missing usable price data.
MEDP,"Medpace Holdings, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MEDP.,Import staged price rows or refresh price provider for MEDP.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.868745+00:00,Missing usable price data.
MEGL,Magic Empire Global Limited - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MEGL.,Import staged price rows or refresh price provider for MEGL.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.868872+00:00,Missing usable price data.
MEHA,"Functional Brands, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MEHA.,Import staged price rows or refresh price provider for MEHA.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.868997+00:00,Missing usable price data.
MELI,"MercadoLibre, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MELI.,Import staged price rows or refresh price provider for MELI.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.869126+00:00,Missing usable price data.
MENS,Jyong Biotech Ltd. - Ordinary shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MENS.,Import staged price rows or refresh price provider for MENS.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.869253+00:00,Missing usable price data.
MEOH,Methanex Corporation - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MEOH.,Import staged price rows or refresh price provider for MEOH.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.869379+00:00,Missing usable price data.
MERC,Mercer International Inc. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MERC.,Import staged price rows or refresh price provider for MERC.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.869501+00:00,Missing usable price data.
MESH,Meshflow Acquisition Corp. - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MESH.,Import staged price rows or refresh price provider for MESH.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.869623+00:00,Missing usable price data.
MET,MetLife,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for MET.,Import staged price rows or refresh price provider for MET.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.869746+00:00,Missing usable price data.
META,,company,,QQQ,,AI / Ads / Platforms,Blocked by Data,Blocked by Data - Missing Fundamentals,0.263,Company research is blocked by missing dcf data.,fundamentals,"price, momentum, market_direction, liquidity, correlation, portfolio","dcf, peer, earnings, analyst_estimates",,dcf: shares_outstanding; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input,"Import trusted fundamentals for META. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for META. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.422,0.422,low,0.13,26.3,"ready: price, momentum, market_direction, liquidity, correlation, portfolio; partial: fundamentals; blocked: dcf, peer, earnings, analyst_estimates; excluded: -",2026-05-28T14:55:22.869884+00:00,Company research is blocked by missing dcf data.
METC,"Ramaco Resources, Inc. - Class A Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for METC.,Import staged price rows or refresh price provider for METC.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.870006+00:00,Missing usable price data.
METCB,"Ramaco Resources, Inc. - Class B Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for METCB.,Import staged price rows or refresh price provider for METCB.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T14:55:22.870132+00:00,Missing usable price data.
